Respondent,MainBranch,Hobbyist,Age,Age1stCode,CompFreq,CompTotal,ConvertedComp,Country,CurrencyDesc,CurrencySymbol,DatabaseDesireNextYear,DatabaseWorkedWith,DevType,EdLevel,Employment,Ethnicity,Gender,JobFactors,JobSat,JobSeek,LanguageDesireNextYear,LanguageWorkedWith,MiscTechDesireNextYear,MiscTechWorkedWith,NEWCollabToolsDesireNextYear,NEWCollabToolsWorkedWith,NEWDevOps,NEWDevOpsImpt,NEWEdImpt,NEWJobHunt,NEWJobHuntResearch,NEWLearn,NEWOffTopic,NEWOnboardGood,NEWOtherComms,NEWOvertime,NEWPurchaseResearch,NEWPurpleLink,NEWSOSites,NEWStuck,OpSys,OrgSize,PlatformDesireNextYear,PlatformWorkedWith,PurchaseWhat,Sexuality,SOAccount,SOComm,SOPartFreq,SOVisitFreq,SurveyEase,SurveyLength,Trans,UndergradMajor,WebframeDesireNextYear,WebframeWorkedWith,WelcomeChange,WorkWeekHrs,YearsCode,YearsCodePro
8333,I am a developer by profession,Yes,40.0,8,Monthly,,,Indonesia,Indonesian rupiah,IDR,Couchbase,Cassandra;PostgreSQL;Redis,"Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,East Asian;Southeast Asian,Man,Flex time or a flexible schedule;Office environment or company culture;Family friendliness,Neither satisfied nor dissatisfied,"I’m not actively looking, but I am open to new opportunities",Go;Rust,Java;Ruby,Flutter,Ansible,,Github;Gitlab;Slack,Yes,Extremely important,Fairly important,Trouble with leadership at my company,"Company reviews from third party sites (e.g. Glassdoor, Blind);Publicly available financial information (e.g. Crunchbase);Directly asking current or past employees at the company",Once a year,No,Yes,No,Rarely: 1-2 days per year or less,,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes),Meditate;Play games;Call a coworker or friend;Visit Stack Overflow;Watch help / tutorial videos,Linux-based,100 to 499 employees,Android;AWS;Kubernetes,Google Cloud Platform;Linux;WordPress,I have little or no influence,Straight / Heterosexual,No,Neutral,,A few times per week,Neither easy nor difficult,Appropriate in length,No,"Computer science, computer engineering, or software engineering",Angular,jQuery;Ruby on Rails;Spring,Just as welcome now as I felt last year,40.0,20,15
8347,I am a student who is learning to code,Yes,,17,,,,Indonesia,,,Firebase;MongoDB;PostgreSQL,MariaDB;MySQL;PostgreSQL;SQLite,"Developer, back-end;Developer, front-end;Developer, full-stack","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed part-time,Southeast Asian,Man,Flex time or a flexible schedule;Remote work options;Family friendliness,,"I’m not actively looking, but I am open to new opportunities",HTML/CSS;JavaScript;Kotlin;Python;Ruby;SQL;TypeScript,HTML/CSS;Java;JavaScript;PHP;SQL,Node.js,Node.js,Github;Gitlab;Trello,Github;Trello,,,,,,Once a year,Not sure,,Yes,,Start a free trial,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics);Stack Overflow for Teams (private Q&A for organizations),Play games;Call a coworker or friend;Visit Stack Overflow,Windows,,Heroku;Linux,Heroku;Windows,,,Yes,Neutral,I have never participated in Q&A on Stack Overflow,A few times per week,Easy,Too long,No,,Angular.js;jQuery;Ruby on Rails,Angular.js;jQuery,Just as welcome now as I felt last year,,3,
8579,"I am not primarily a developer, but I write code sometimes as part of my work",No,26.0,13,Monthly,25000000.0,21960.0,Indonesia,Indonesian rupiah,IDR,Redis,MySQL;PostgreSQL;SQLite,Data or business analyst;Scientist,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Southeast Asian,Man,Flex time or a flexible schedule;Financial performance or funding status of the company or organization;Opportunities for professional development,Slightly satisfied,"I’m not actively looking, but I am open to new opportunities",JavaScript;Kotlin;TypeScript,Bash/Shell/PowerShell;HTML/CSS;Python;R;SQL;VBA,Keras;TensorFlow,Pandas,,"Confluence;Github;Microsoft Teams;Google Suite (Docs, Meet, etc)",Yes,Extremely important,Not at all important/not necessary,Better compensation;Wanting to work with new technologies;Growth or leadership opportunities,Publicly available financial information (e.g. Crunchbase);Personal network - friends or family;Directly asking current or past employees at the company,Once every few years,Yes,No,No,Sometimes: 1-2 days per month but less than weekly,,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),Call a coworker or friend;Visit Stack Overflow;Watch help / tutorial videos;Do other work and come back later,MacOS,20 to 99 employees,Docker;Kubernetes,Google Cloud Platform;MacOS;Windows,I have little or no influence,Straight / Heterosexual,No,"No, not really",,Daily or almost daily,Neither easy nor difficult,Appropriate in length,No,"Another engineering discipline (such as civil, electrical, mechanical, etc.)",Django;Flask,,Just as welcome now as I felt last year,50.0,7,3
8650,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,38.0,30,,,,Indonesia,,,,Firebase;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;SQLite,,"Associate degree (A.A., A.S., etc.)","Not employed, but looking for work",Southeast Asian,Man,Flex time or a flexible schedule;Office environment or company culture,,I am actively looking for a job,,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;PHP,,Node.js;React Native,,Github;Slack,,,Fairly important,,"Read company media, such as employee blogs or company culture videos",Once every few years,Not sure,,No,,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow,Indifferent,Stack Overflow (public Q&A for anyone who codes),Visit Stack Overflow;Watch help / tutorial videos,MacOS,,Arduino;Docker;iOS,Android;AWS;Google Cloud Platform;Heroku;Linux;MacOS;Microsoft Azure;Windows;WordPress,,Straight / Heterosexual,Yes,"Yes, definitely",I have never participated in Q&A on Stack Overflow,Multiple times per day,Neither easy nor difficult,Appropriate in length,No,"Another engineering discipline (such as civil, electrical, mechanical, etc.)",Laravel;React.js;Spring;Vue.js,Express;jQuery;React.js;Vue.js,A lot more welcome now than last year,,2,
8691,I am a student who is learning to code,Yes,21.0,18,,,,Indonesia,,,Firebase;Redis;SQLite,MariaDB;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL,,Some college/university study without earning a degree,Student,,Man,Financial performance or funding status of the company or organization;Office environment or company culture;Opportunities for professional development,,"I’m not actively looking, but I am open to new opportunities",Assembly;Kotlin;R;Ruby;Rust;Swift;TypeScript;VBA,Bash/Shell/PowerShell;C;C#;C++;Dart;Go;HTML/CSS;Java;JavaScript;PHP;Python;SQL,.NET;.NET Core;Ansible;Apache Spark;React Native;TensorFlow;Teraform;Unity 3D;Unreal Engine;Xamarin,Cordova;Flutter;Node.js,Jira,"Github;Gitlab;Slack;Microsoft Azure;Trello;Google Suite (Docs, Meet, etc)",,,,,,Every few months,Not sure,,Yes,,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2Crowd;Research companies that have advertised on sites I visit;Research companies that have emailed me,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),Meditate;Play games;Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos;Do other work and come back later,Windows,,Arduino;AWS;Docker;Google Cloud Platform;IBM Cloud or Watson;iOS;Kubernetes;MacOS;Raspberry Pi;Slack Apps and Integrations,Android;Heroku;Linux;Microsoft Azure;Windows;WordPress,,Straight / Heterosexual,Not sure/can't remember,Neutral,,Multiple times per day,Easy,Too short,No,"Computer science, computer engineering, or software engineering",Angular;Angular.js;ASP.NET;ASP.NET Core;Django;Flask;Gatsby;React.js;Ruby on Rails;Spring;Symfony;Vue.js,Express;jQuery;Laravel,A lot more welcome now than last year,,3,
8900,I am a student who is learning to code,Yes,,14,,,,Indonesia,,,,,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Student,Southeast Asian,,"Flex time or a flexible schedule;Languages, frameworks, and other technologies I’d be working with;Specific department or team I’d be working on",,"I’m not actively looking, but I am open to new opportunities",Java;JavaScript,HTML/CSS;Python,,,Github,"Google Suite (Docs, Meet, etc)",,,,,,Every few months,Not sure,,Yes,,,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),Play games;Call a coworker or friend;Visit Stack Overflow;Panic;Watch help / tutorial videos;Do other work and come back later,Windows,,,,,,Yes,Neutral,I have never participated in Q&A on Stack Overflow,A few times per week,Neither easy nor difficult,Appropriate in length,No,,,,Just as welcome now as I felt last year,,2,
8986,I am a developer by profession,Yes,31.0,14,Monthly,22000000.0,19320.0,Indonesia,Indonesian rupiah,IDR,MariaDB;MySQL,DynamoDB;MariaDB;Microsoft SQL Server;MySQL;PostgreSQL,"Developer, back-end;Developer, front-end;Developer, full-stack;Developer, QA or test;DevOps specialist","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Southeast Asian,Man,"Languages, frameworks, and other technologies I’d be working with;Opportunities for professional development;Family friendliness",Slightly dissatisfied,I am not interested in new job opportunities,HTML/CSS;Java;JavaScript;PHP;Python;SQL,Bash/Shell/PowerShell;C#;Go;HTML/CSS;Java;JavaScript;PHP;Python;SQL,Pandas,Node.js;Pandas;Xamarin,"Jira;Gitlab;Slack;Microsoft Azure;Google Suite (Docs, Meet, etc)","Confluence;Jira;Github;Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc)",No,Extremely important,Very important,Better compensation;Better work/life balance;Wanting to work with new technologies,"Read company media, such as employee blogs or company culture videos;Personal network - friends or family;Read other media like news articles, founder profiles, etc. about the company",Once every few years,No,No,No,Sometimes: 1-2 days per month but less than weekly,,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),Call a coworker or friend;Visit Stack Overflow;Watch help / tutorial videos;Do other work and come back later,MacOS,20 to 99 employees,AWS;Docker;Kubernetes;Microsoft Azure,AWS;Docker;WordPress,I have little or no influence,,Not sure/can't remember,Neutral,,Multiple times per day,Neither easy nor difficult,Appropriate in length,No,"Information systems, information technology, or system administration",Flask;jQuery;Laravel;React.js,ASP.NET;Flask;jQuery;Laravel;React.js;Symfony;Vue.js,A lot more welcome now than last year,45.0,17,8
9007,I am a developer by profession,No,27.0,17,Yearly,60000.0,64859.0,Indonesia,European Euro,EUR,,,"Developer, mobile","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Black or of African descent;White or of European descent;Biracial,Man,Flex time or a flexible schedule;Remote work options;How widely used or impactful my work output would be,Very satisfied,"I’m not actively looking, but I am open to new opportunities",Kotlin,Java;Kotlin,,,Github;Slack,Github;Slack,No,Somewhat important,Somewhat important,Having a bad day (or week or month) at work;Curious about other opportunities;Better compensation;Trouble with my direct manager;Trouble with leadership at my company;Better work/life balance;Growth or leadership opportunities,"Read company media, such as employee blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Personal network - friends or family;Read other media like news articles, founder profiles, etc. about the company",Once every few years,Not sure,Yes,No,Sometimes: 1-2 days per month but less than weekly,Start a free trial,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics);Stack Overflow Jobs (for job seekers),Meditate;Visit Stack Overflow;Go for a walk or other physical activity;Panic;Do other work and come back later,MacOS,20 to 99 employees,Android,Android,I have a great deal of influence,Bisexual;Straight / Heterosexual,Yes,"No, not really",A few times per month or weekly,Daily or almost daily,Easy,Appropriate in length,No,"Computer science, computer engineering, or software engineering",React.js;Vue.js,,Just as welcome now as I felt last year,40.0,10,9
9049,I am a developer by profession,Yes,24.0,18,Monthly,7000000.0,6144.0,Indonesia,Indonesian rupiah,IDR,PostgreSQL,MySQL,"Data or business analyst;Developer, back-end;Developer, full-stack;Developer, mobile;Engineer, data",Some college/university study without earning a degree,Employed full-time,East Asian,Man,Flex time or a flexible schedule,Neither satisfied nor dissatisfied,"I’m not actively looking, but I am open to new opportunities",Dart;HTML/CSS;Java;JavaScript;Python,Dart;HTML/CSS;JavaScript;PHP;SQL,Flutter;Node.js,Cordova;Flutter;Node.js;React Native;Xamarin,Github,Github,Yes,Not very important,Somewhat important,Better work/life balance,Personal network - friends or family,Every few months,Not sure,No,No,Sometimes: 1-2 days per month but less than weekly,,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Overflow Jobs (for job seekers),Visit Stack Overflow,Linux-based,20 to 99 employees,Android;Arduino;Linux,Android;Arduino;Google Cloud Platform;Linux,I have little or no influence,,Yes,"No, not really",I have never participated in Q&A on Stack Overflow,Multiple times per day,Easy,Appropriate in length,No,"Information systems, information technology, or system administration",Django;Vue.js,Express;jQuery;Laravel;React.js;Vue.js,Somewhat more welcome now than last year,105.0,6,3
9062,"I am not primarily a developer, but I write code sometimes as part of my work",No,27.0,19,Monthly,7500000.0,6588.0,Indonesia,Indonesian rupiah,IDR,MySQL;Oracle;PostgreSQL;SQLite,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Southeast Asian,Man,Flex time or a flexible schedule;Remote work options;Family friendliness,Slightly satisfied,"I’m not actively looking, but I am open to new opportunities",JavaScript,,,,,Github;Slack,Yes,Somewhat important,Somewhat important,Better compensation,Personal network - friends or family,Once a year,Not sure,Onboarding? What onboarding?,Yes,Sometimes: 1-2 days per month but less than weekly,,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes),Call a coworker or friend;Visit Stack Overflow;Watch help / tutorial videos,Windows,10 to 19 employees,,,I have little or no influence,,Not sure/can't remember,"No, not really",,A few times per month or weekly,Neither easy nor difficult,Appropriate in length,No,"Information systems, information technology, or system administration",React.js,Laravel,Just as welcome now as I felt last year,40.0,4,Less than 1 year
9297,I am a developer by profession,No,30.0,17,,,,Indonesia,Indonesian rupiah,IDR,Firebase;MongoDB;PostgreSQL;Redis,Firebase;MongoDB;MySQL;Oracle;PostgreSQL;SQLite,"Developer, back-end;Developer, QA or test","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Southeast Asian,Man,"Flex time or a flexible schedule;Languages, frameworks, and other technologies I’d be working with;Remote work options",Very dissatisfied,"I’m not actively looking, but I am open to new opportunities",JavaScript;SQL;TypeScript,JavaScript;SQL;TypeScript,Node.js;React Native,Node.js,"Jira;Github;Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc)","Jira;Github;Gitlab;Slack;Google Suite (Docs, Meet, etc)",No,Somewhat important,Fairly important,Better compensation;Better work/life balance;Growth or leadership opportunities,"Read company media, such as employee blogs or company culture videos;Personal network - friends or family",Every few months,Yes,Yes,Yes,Sometimes: 1-2 days per month but less than weekly,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics);Stack Overflow Jobs (for job seekers),Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos;Visit another developer community (please name):,,2 to 9 employees,AWS;Docker;Kubernetes;Linux;MacOS;Slack Apps and Integrations;Windows,Heroku;Linux;Slack Apps and Integrations;Windows,I have some influence,Straight / Heterosexual,Yes,"Yes, definitely",A few times per month or weekly,Multiple times per day,Easy,Appropriate in length,No,"Information systems, information technology, or system administration",Express;React.js;Ruby on Rails;Vue.js,Express;Ruby on Rails,Just as welcome now as I felt last year,35.0,11,6
